"ID#","Estuary/ 
Location","general characteristics","Reference","state/ 
Region","Station 
Name","Latitude 
DD","Longitude 
DD","Date","Month","Year","Time","Water Depth 
(m)","BW 
Sal","BW 
Temp (°C)","BW 
pH","BW 
NH4 
(uM)","BW 
PO4 
(uM)","BW 
NO2 
(uM)","BW 
NO3 
(uM)","BW 
NO23 
(uM)","BW 
DSi 
(uM)","BW 
DO 
(uM)","BW 
DO 
(mg/L)","O2 Flux or SOC 
(umol/m2/hr)","DO Flux  
(g O2/m2/d)","NH4 Flux 
(umol/m2/hr)","PO4 Flux 
(umol/m2/hr)","NO2 Flux 
(umol/m2/hr)","NO23 Flux 
(umol/m2/hr)","DSi Flux 
(umol/m2/hr)","RES 
(gO2/m3/day)","POC 
(%DW)","PON 
(%DW)","PP 
(%DW)","Total 
CHLa 
(mg/m2)","Active 
CHLa 
(mg/m2)"
1541,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PNPT",38.1331666666667,-76.2521666666667,1987-11-12,"November",1987,"0.78472222222222221",14.6,"19.900000000000002",12.4,"NaN","5.8",0.2,"0.46","NaN","1.36","NaN",309.375,9.9,"-859.375","-0.66","40.43333333333333","-9.6133333333333351","NaN","2.8766666666666665","NaN","NaN","1.9000000000000001","0.23","7.0000000000000007E-2","193","71.8"
1542,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","MDPT",38.3561666666667,-77.1915,1987-11-13,"November",1987,"0.47569444444444442",9.8,"10",10.7,"NaN","10",1.23,"0.45","NaN","34.4","NaN",309.375,9.9,"-460.0694444444444","-0.35333333333333333","-11.3","-23.313333333333333","NaN","-53.243333333333339","NaN","NaN","2.23","0.27","5.8999999999999997E-2","71.600000000000009","23"
1543,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","RGPT",38.1621666666667,-76.5893333333333,1987-11-13,"November",1987,"0.3263888888888889",17,"17.7",12,"NaN","6.9",0.23,"1.02","NaN","3.29","NaN",309.375,9.9,"-815.97222222222229","-0.62666666666666671","44.266666666666673","8.8966666666666665","NaN","27.013333333333332","NaN","NaN","2.74","0.33","3.7999999999999999E-2","119","41.9"
1544,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Fluxzilla-Mainstem","Maryland","R-64",38.5586166666667,-76.4263833333333,1987-11-16,"November",1987,"0.35000000000000003",17.4,"19.5",12.8,"NaN","7.9",0.3,"0.68","NaN","2.1800000000000002","NaN",272,8.704,"-590.29999999999995","-0.45335039999999999","41.6","-0.5","NaN","32","NaN","NaN","2.5","0.33","4.2999999999999997E-2","99.4","41.9"
1545,"Chesapeake Bay-North","well mixed, low salinity, river dominated estuary","Boynton","Maryland","PLIS",39.2713333333333,-76.2903333333333,1988-04-17,"April",1988,"0.72569444444444453",3.4,"2.8285968140883133",11.1,"NaN","11.5",0.66208280204,"1.3800000000000001","NaN","72.8","NaN",325,10.4,"-970.13129496402871","-0.74506083453237404","43.797208633093526","2.466647482014388","1.0489208633093525","-14.276978417266186","NaN","NaN","4.49","0.254","0.112","109","41.9"
1546,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Fluxzilla-Mainstem","Maryland","R-64",38.5586166666667,-76.4263833333333,1988-04-17,"April",1988,"0.3666666666666667",16.4,"17.86",10.9,"NaN","2.6",0.16,"0.42","NaN","10.8","NaN",244,7.808,"-681.4","-0.52331519999999998","49.2","0","NaN","-3.9","NaN","NaN","3.3","0.46","8.4000000000000005E-2","199","83.7"
1547,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","R-78",38.9635,-76.3936666666667,1988-04-17,"April",1988,"0.5131944444444444",16,"16.09",10.2,"NaN","7.4",0.24,"0.85","NaN","19.8","NaN",231.25,7.4,"-1098.0902777777778","-0.84333333333333338","53.31","-0.68","NaN","-20.313333333333333","NaN","NaN","4.01","0.22500000000000001","0.06","53.6","18.400000000000002"
1548,"Chesapeake Bay-North","well mixed, low salinity, river dominated estuary","Fluxzilla-Mainstem","Maryland","SLPD",39.3478333333333,-76.1811666666667,1988-04-17,"April",1988,"0.66597222222222219",10,"1.79",11.5,"NaN","10.7",0.55,"1.69","NaN","79.599999999999994","NaN",313,10.016,"-872.4","-0.67000319999999991","53.3","-4.7","NaN","-29.6","NaN","NaN","2.2999999999999998","0.18","0.08","131","47.800000000000004"
1549,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","BDPT",38.8166666666667,-76.4333333333333,1988-04-18,"April",1988,"0.34027777777777773",14.5,"16.017481423223558",10.4,"NaN","6",0.1447588688,"0.68","NaN","18.7","NaN",237.5,7.6,"-812.52922661870525","-0.62402244604316559","43.611107913669066","0.31174100719424447","1.2022446043165469","2.8021582733812953","NaN","NaN","3.89","0.42099999999999999","0.156","218","83.7"
1550,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PRBY",38.3366666666667,-76.3366666666667,1988-04-18,"April",1988,"0.5",14.6,"15.542549831595714",10.9,"NaN","2.3000000000000003",0.09617265415,"0.62","NaN","17.8","NaN",293.75,9.4,"-1213.6483812949639","-0.93208195683453232","73.632431654676253","0","4.4303453237410073","-14.270546762589928","NaN","NaN","3.77","0.51200000000000001","8.4000000000000005E-2","171","83.7"
1551,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","RGPT",38.1621666666667,-76.5893333333333,1988-04-18,"April",1988,"0.72222222222222221",16,"13.46",11.5,"NaN","0.3",0.11,"0.66","NaN","14.3","NaN",365.625,11.7,"-1223.9583333333333","-0.94000000000000006","0","1.1300000000000001","NaN","2.7866666666666666","NaN","NaN","2.95","0.375","6.3E-2","156","71.8"
1552,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","MDPT",38.3561666666667,-77.1915,1988-04-19,"April",1988,"0.36736111111111108",10.5,"2.25",12.6,"NaN","11.3",1.19,"2.7800000000000002","NaN","112","NaN",287.5,9.2,"-1019.9652777777778","-0.78333333333333333","114.13333333333333","-5.78","NaN","-272.76333333333332","NaN","NaN","2.5","0.27800000000000002","0.13200000000000001","121","47.800000000000004"
1553,"Chesapeake Bay-South","Weakly stratified polyhaline estuary","Boynton","Virginia","RPST",37.59,-76.161,1988-04-20,"April",1988,"0.61805555555555558",14.8,"20.70576180103183",11.3,"NaN","0.6",0.11146928651,"0.23","NaN","2.0499999999999998","NaN",309.375,9.9,"-864.96987410071949","-0.66429686330935256","7.3650071942446047","0.89352517985611513","-1.0058129496402879","-12.758633093525182","NaN","NaN","1.3800000000000001","0.15","7.1999999999999995E-2","174","114"
1554,"Chesapeake Bay-South","Weakly stratified polyhaline estuary","Boynton","Maryland/Virginia","SMPT",37.9117,-76.1685,1988-04-20,"April",1988,"0.72569444444444453",27.8,"19.382921934669472",11.2,"NaN","1.1000000000000001",0.06514512842,"0.3","NaN","3.15","NaN",287.5,9.2,"-1334.7464028776978","-1.0250852374100718","240.11988489208636","0","0","-4.6767194244604315","NaN","NaN","2.62","0.33900000000000002","7.0000000000000007E-2","219","114"
1555,"Chesapeake Bay-South","Weakly stratified polyhaline estuary","Fluxzilla-Mainstem","Virginia","YKST",37.2686666666667,-76.1505,1988-04-20,"April",1988,"0.4548611111111111",11.6,"21.686401107658561",11.4,"NaN","0.7",0.05,"0.49","NaN","0.49","NaN",334.375,10.7,"-837.4","-0.64312320000000001","13.5","-1.5","0.40566906474820147","8.8000000000000007","NaN","NaN","0.67300000000000004","6.2E-2","0.06","134","77.7"
1556,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","BUVA",38.5185,-76.6636666666667,1988-04-21,"April",1988,"0.37638888888888888",6,"9.7200000000000006",12.4,"NaN","8.6",0.31,"1.02","NaN","18.100000000000001","NaN",287.5,9.2,"-2135.416666666667","-1.6400000000000001","126.26666666666665","7.0600000000000005","NaN","-22.95","NaN","NaN","2.7","0.36699999999999999","0.155","201","65.8"
1557,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PNPT",38.1331666666667,-76.2521666666667,1988-04-21,"April",1988,"0.52083333333333337",13.8,"16.899999999999999",11.2,"NaN","0.6",0.14,"0.36","NaN","9.3000000000000007","NaN",321.875,10.3,"-720.4861111111112","-0.55333333333333334","8.3333333333333339","0","NaN","0","NaN","NaN","2.0300000000000002","0.26900000000000002","5.3999999999999999E-2","160","59.800000000000004"
1558,"Patuxent","mesohaline coastal plain tributary","Fluxzilla-PAX","Maryland","STLC",38.3802833333333,-76.5011166666667,1988-04-21,"April",1988,"0.2986111111111111",6,"11.540000000000001",12,"NaN","1.8",0.09,"0.81","NaN","9.6","NaN",375,12,"-1358.5","-1.043328","19.100000000000001","0","NaN","7.7","NaN","NaN","2.7","0.36","9.5000000000000001E-2","192","89.7"
1559,"Choptank","coastal plain tributary","Boynton","Maryland","HNPT",38.6201666666667,-76.1335,1988-04-22,"April",1988,"0.2951388888888889",7.6,"12.200000000000001",10.3,"NaN","0.4",0.11,"0.64","NaN","22.6","NaN",343.75,11,"-1215.2777777777776","-0.93333333333333324","50.050000000000004","0.82333333333333325","NaN","13.356666666666667","NaN","NaN","2.34","0.31900000000000001","6.4000000000000001E-2","179","59.800000000000004"
1560,"Choptank","coastal plain tributary","Boynton","Maryland","WDHL",38.6908333333333,-75.9716666666667,1988-04-22,"April",1988,"0.36805555555555558",2.5,"4.3",11.9,"NaN","5.2",0.93,"0.98","NaN","100.9","NaN",312.5,10,"-1388.8888888888889","-1.0666666666666667","NaN","-1.6","NaN","-114.96000000000001","NaN","NaN","6.98","0.39","8.3000000000000004E-2","63.800000000000004","23.2"
1561,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Fluxzilla-Mainstem","Maryland","R-64",38.5586166666667,-76.4263833333333,1988-06-01,"June",1988,"0.3743055555555555",17.6,"18.5",15.6,"NaN","10.6",0.88,"0.09","NaN","0.48","NaN",4,0.128,"-186.6","-0.14330879999999999","280.39999999999998","56.6","NaN","0","NaN","NaN","3.2","0.43","6.4000000000000001E-2","158","58"
1562,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","R-78",38.9635,-76.3936666666667,1988-06-01,"June",1988,"0.29236111111111113",16,"15.5",15.3,"NaN","14.6",0.78,"0.51","NaN","1.69","NaN",5.3125,0.17,"0","0","97.850000000000009","9.7666666666666675","NaN","-30.903333333333336","NaN","NaN","2.66","0.23699999999999999","7.6999999999999999E-2","112","44.800000000000004"
1563,"Choptank","coastal plain tributary","Boynton","Maryland","HNPT",38.6201666666667,-76.1335,1988-06-02,"June",1988,"0.59861111111111109",8,"10.8",23.4,"NaN","3.2",0.08,"0.8","NaN","11.1","NaN",225,7.2,"-1627.6041666666667","-1.25","178.8","6.8133333333333335","NaN","4.746666666666667","NaN","NaN","2","0.28299999999999997","5.6000000000000001E-2","92.3","25.8"
1564,"Choptank","coastal plain tributary","Boynton","Maryland","WDHL",38.6908333333333,-75.9716666666667,1988-06-02,"June",1988,"0.67708333333333337",4,"4.2",24.2,"NaN","2.2000000000000002",0.93,"0.3","NaN","20","NaN",185.9375,5.95,"-1922.7430555555554","-1.4766666666666666","106.7","17.526666666666667","NaN","-46.726666666666667","NaN","NaN","6.21","0.52800000000000002","0.107","69","15.1"
1565,"Chesapeake Bay-North","well mixed, low salinity, river dominated estuary","Fluxzilla-Mainstem","Maryland","SLPD",39.3478333333333,-76.1811666666667,1988-06-03,"June",1988,"0.35069444444444442",10.6,"4.2",19.5,"NaN","12.6",0.62,"0.86","NaN","56.1","NaN",150,4.8,"-564.20000000000005","-0.43330560000000001","101.2","1.6","NaN","-109.7","NaN","NaN","4.5999999999999996","0.2","6.7000000000000004E-2","88","20"
1566,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","BUVA",38.5185,-76.6636666666667,1988-06-04,"June",1988,"0.44375000000000003",6.2,"9.3000000000000007",20.4,"NaN","4.4000000000000004",0.65,"0.17","NaN","1.18","NaN",154.0625,4.93,"-1914.0625","-1.47","291.26666666666665","15.23","NaN","-1.41","NaN","NaN","2.7","0.34200000000000003","0.13200000000000001","124","26.400000000000002"
1567,"Patuxent","mesohaline coastal plain tributary","Fluxzilla-PAX","Maryland","STLC",38.3802833333333,-76.5011166666667,1988-06-04,"June",1988,"0.30208333333333331",7.2,"11",20.6,"NaN","11.9",0.41,"0.42","NaN","7.52","NaN",182,5.824,"-1033","-0.79334400000000005","147.5","5.9","NaN","11","NaN","NaN","3.8","0.47","0.12","201","77.3"
1568,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PNPT",38.1331666666667,-76.2521666666667,1988-06-05,"June",1988,"0.30694444444444441",14.5,"15.8",18.91,"NaN","5.9",0.14,"0.37","NaN","5.22","NaN",128.125,4.1,"-885.41666666666663","-0.68","142.63333333333333","0.72333333333333327","NaN","-13.84","NaN","NaN","2","0.26700000000000002","4.2999999999999997E-2","305","196"
1569,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","MDPT",38.3561666666667,-77.1915,1988-06-06,"June",1988,"0.42499999999999999",10,"1.4000000000000001",20.39,"NaN","8.4",1.56,"1.18","NaN","73.5","NaN",208.75,6.68,"-611.97916666666663","-0.47000000000000003","-27.966666666666669","2.36","NaN","0","NaN","NaN","2.82","0.309","0.11799999999999999","57.300000000000004","10.8"
1570,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","RGPT",38.1621666666667,-76.5893333333333,1988-06-06,"June",1988,"0.63541666666666663",16.2,"14",18.31,"NaN","21.5",0.86,"0.01","NaN","0.22","NaN",3.75,0.12,"-195.3125","-0.15","314.76666666666671","49.11","NaN","0","NaN","NaN","4.1900000000000004","0.61699999999999999","7.5999999999999998E-2","355","207"
1571,"Chesapeake Bay-South","Weakly stratified polyhaline estuary","Fluxzilla-Mainstem","Virginia","YKST",37.2686666666667,-76.1505,1988-06-07,"June",1988,"0.625",12.2,"22.954278989168824",19.6,"NaN","1.1000000000000001",0.19,"0.11","NaN","0.27","NaN",206,6.6,"-1314.2","-1.0093056","62.2","1.1427625899280573","1.2564028776978418","7.0654964028776979","NaN","NaN","0.6","0.06","6.0999999999999999E-2","52.1","16.5"
1572,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Fluxzilla-Mainstem","Maryland","R-64",38.5586166666667,-76.4263833333333,1988-08-11,"August",1988,"0.4604166666666667",15.5,"17.5",25.8,"NaN","17.3",1.44,"0.05","NaN","0.14000000000000001","NaN",3,0.096,"-664.1","-0.51002880000000006","554.5","45.4","4.3266666666666671","3.9","NaN","NaN","4.4000000000000004","0.64","7.0999999999999994E-2","158","60.5"
1573,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","TPBY",38.592,-76.3365,1988-08-11,"August",1988,"0.58680555555555558",7.5,"13.592043109210417",29,"NaN","3.4",0.111573314187,"0.38","NaN","0.78","NaN",203.125,6.5,"-1185.4937050359711","-0.91045916546762584","234.82014388489205","1.7872230215827338","0","0.35000000000000003","NaN","NaN","2.37","0.22","4.8000000000000001E-2","127","38.800000000000004"
1574,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","BDPT",38.8166666666667,-76.4333333333333,1988-08-15,"August",1988,"0.45833333333333331",14.4,"13.192094044307613",28.2,"NaN","10.8",0.332704342467,"0.44","NaN","1.6500000000000001","NaN",134.375,4.3,"-1394.1056654676258","-1.0706731510791367","190.66615827338128","8.9329784172661864","0","2.12","NaN","NaN","3.77","0.44","0.08","172","47.7"
1575,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PKCK",38.5461666666667,-76.5098333333333,1988-08-15,"August",1988,"0.3611111111111111",7,"13.725642877546276",27.7,"NaN","6.9",0.261177454289,"0.23","NaN","1.4000000000000001","NaN",109.375,3.5,"-1540.2446043165467","-1.1829078561151078","328.02952517985608","17.561956834532374","0","22.05","NaN","NaN","1.22","0.16","4.4999999999999998E-2","239","85"
1576,"Chesapeake Bay-North","well mixed, low salinity, river dominated estuary","Boynton","Maryland","PLIS",39.2713333333333,-76.2903333333333,1988-08-15,"August",1988,"0.72083333333333333",4,"6.8671327475760657",30.1,"NaN","7.8",0.750574589291,"0.69000000000000006","NaN","16.7","NaN",221.875,7.1,"-2341.8516187050359","-1.7985420431654677","301.02007194244607","21.545999999999999","8.75","28.61","NaN","NaN","3.93","0.28000000000000003","0.1","129","29"
1577,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","R-78",38.9635,-76.3936666666667,1988-08-15,"August",1988,"0.57291666666666663",15.5,"12.5",28.4,"NaN","15.5",0.68,"0.81","NaN","1.37","NaN",115.625,3.7,"-950.52083333333337","-0.73","157.36666666666667","14.655000000000001","0","8.2133333333333329","NaN","NaN","4.34","0.26","6.0999999999999999E-2","63.7","20.400000000000002"
1578,"Choptank","coastal plain tributary","Boynton","Maryland","HNPT",38.6201666666667,-76.1335,1988-08-16,"August",1988,"0.56597222222222221",8,"11.5",29.5,"NaN","3",0.57,"3.58","NaN","4.6500000000000004","NaN",184.375,5.9,"-1171.875","-0.9","284.73333333333335","8.2033333333333331","3.1166666666666667","-2.5066666666666673","NaN","NaN","2.15","0.31","0.06","140","35.6"
1579,"Chesapeake Bay-North","well mixed, low salinity, river dominated estuary","Fluxzilla-Mainstem","Maryland","SLPD",39.3478333333333,-76.1811666666667,1988-08-16,"August",1988,"0.34027777777777773",10,"3.2",29.1,"NaN","6.8",0.24,"0.59","NaN","31.9","NaN",213,6.816,"-1054.7","-0.81000960000000011","119.9","7.7","0","52.6","NaN","NaN","1.9","0.1","4.3999999999999997E-2","63.6","17.600000000000001"
1580,"Choptank","coastal plain tributary","Boynton","Maryland","WDHL",38.6908333333333,-75.9716666666667,1988-08-16,"August",1988,"0.55208333333333337",3.5,"6.1000000000000005",30.3,"NaN","0.6",3.12,"0.31","NaN","0.22","NaN",215.625,6.9,"-2473.9583333333335","-1.9000000000000001","281.33333333333331","77.243333333333339","11.97","68.373333333333335","NaN","NaN","3.73","0.33","0.107","110","34.1"
1581,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PNPT",38.1331666666667,-76.2521666666667,1988-08-17,"August",1988,"0.53819444444444442",14,"17.8",26,"NaN","11.700000000000001",0.71,"0.12","NaN","0.13","NaN",0,0,"0","0","133.33333333333334","21.526666666666667","0","1.25","NaN","NaN","2.39","0.33","4.3999999999999997E-2","110","39.200000000000003"
1582,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PRBY",38.3366666666667,-76.3366666666667,1988-08-17,"August",1988,"0.44444444444444442",15.2,"19.17492531022031",26.8,"NaN","21",1.455795469681,"0.08","NaN","0.13","NaN",0,0,"0","0","579.6672230215828","41.677151079136699","5.5200000000000005","25.71","NaN","NaN","4.04","0.59","6.9000000000000006E-2","160","55.4"
1583,"Chesapeake Bay-South","Weakly stratified polyhaline estuary","Boynton","Virginia","NPCT",37.2955,-76.2148333333333,1988-08-18,"August",1988,"0.36458333333333331",9.2,"27.305749911533624",24.7,"NaN","8",0.982779044183,"0.19","NaN","0.5","NaN",131.25,4.2,"-1201.0089928057553","-0.92237490647482012","146.50962589928056","35.539769784172655","6.62","23.38","NaN","NaN","0.222","2.5999999999999999E-2","5.1999999999999998E-3","86.8","46.6"
1584,"Chesapeake Bay-South","Weakly stratified polyhaline estuary","Fluxzilla-Mainstem","Virginia","YKST",37.2686666666667,-76.1505,1988-08-18,"August",1988,"0.46180555555555558",12,"28.315540061188354",23.7,"NaN","5.7",0.95,"0.31","NaN","0.41","NaN",178,5.696,"-1400.3","-1.0754303999999999","117.6","4.9000000000000004","7.01","0","NaN","NaN","0.65300000000000002","6.4000000000000001E-2","5.8000000000000003E-2","102","37.200000000000003"
1585,"Chesapeake Bay-South","Weakly stratified polyhaline estuary","Boynton","Virginia","CPCH",37.2833333333333,-76.0916666666667,1988-08-19,"August",1988,"0.39930555555555558",25,"30.20099479480173",21.4,"NaN","2.2000000000000002",0.76460736486,"0.13","NaN","0.61","NaN",246.875,7.9,"-1602.8952338129495","-1.2310235395683453","158.01589928057555","9.7454532374100733","0","1.49","NaN","NaN","0.72399999999999998","7.6999999999999999E-2","6.0999999999999999E-2","147","48.2"
1586,"Chesapeake Bay-South","Weakly stratified polyhaline estuary","Boynton","Virginia","RPST",37.59,-76.161,1988-08-19,"August",1988,"0.52777777777777779",13.5,"24.01667577816135",27.2,"NaN","11.700000000000001",1.332081751786,"0.31","NaN","0.99","NaN",56.25,1.8,"-910.10611510791352","-0.69896149640287764","172.61303597122301","21.324489208633093","0","0","NaN","NaN","1.41","0.16","6.6000000000000003E-2","96","33.299999999999997"
1587,"Chesapeake Bay-South","Weakly stratified polyhaline estuary","Boynton","Maryland/Virginia","SMPT",37.9117,-76.1685,1988-08-19,"August",1988,"0.67361111111111116",27.5,"22.460291822931492",26.6,"NaN","16.600000000000001",2.376492762078,"0.05","NaN","0.4","NaN",3.125,0.1,"-218.7805755395683","-0.16802348201438846","244.66656115107915","38.095223021582733","0","8.59","NaN","NaN","2.1","0.28000000000000003","5.2999999999999999E-2","74.7","27"
1588,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","MDPT",38.3561666666667,-77.1915,1988-08-20,"August",1988,"0.55555555555555558",11.6,"7.6000000000000005",28.8,"NaN","3.9",2,"5.88","NaN","20.2","NaN",128.125,4.1,"-1206.5972222222224","-0.92666666666666675","168.53333333333333","-17.476666666666667","-26.096666666666664","-122.12333333333333","NaN","NaN","2.4","0.27","9.6000000000000002E-2","68.400000000000006","17.2"
1589,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","RGPT",38.1621666666667,-76.5893333333333,1988-08-20,"August",1988,"0.39930555555555558",16.5,"16.7",26.7,"NaN","20.7",1.84,"0.05","NaN","0.11","NaN",0,0,"0","0","111.06666666666666","22.01","-23.82","2.9866666666666668","NaN","NaN","2.65","0.36","5.3999999999999999E-2","124","36"
1590,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","BUVA",38.5185,-76.6636666666667,1988-08-21,"August",1988,"0.45833333333333331",6.5,"11.4",27.6,"NaN","26.5",4.25,"0.91","NaN","2.5100000000000002","NaN",68.75,2.2,"-1050.3472222222222","-0.80666666666666664","214.33333333333334","50.266666666666673","-12.280000000000001","-2.2200000000000002","NaN","NaN","2.37","0.31","0.14699999999999999","136","42.300000000000004"
1591,"Patuxent","mesohaline coastal plain tributary","Fluxzilla-PAX","Maryland","STLC",38.3802833333333,-76.5011166666667,1988-08-21,"August",1988,"0.39583333333333331",7,"13.5",27.7,"NaN","14.4",2.17,"0.68","NaN","1.64","NaN",122,3.904,"-1106.8","-0.85002239999999996","230.2","17.899999999999999","0","13.2","NaN","NaN","4","0.41","8.5999999999999993E-2","143","39.200000000000003"
1592,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PKCK",38.5461666666667,-76.5098333333333,1988-11-01,"November",1988,"0.3611111111111111",6.4,"17.451298681767021",12.3,"NaN","0.9",0.130658891285,"2.48","NaN","3.6","NaN",343.75,11,"-1275.044964028777","-0.97923453237410074","61.731050359712221","-1.3166666666666667","-5.3748776978417263","-3.6582733812949635","NaN","NaN","1.31","0.17","0.05","231","76"
1593,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Fluxzilla-Mainstem","Maryland","R-64",38.5586166666667,-76.4263833333333,1988-11-01,"November",1988,"0.51041666666666663",16.8,"21.1",11.6,"NaN","5.7",0.1,"2.2800000000000002","NaN","3.71","NaN",266,8.512,"-690.1","-0.52999680000000005","189.8","0","1.4533333333333334","-11.8","NaN","NaN","3","0.4","0.06","208","69.5"
1594,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","TPBY",38.592,-76.3365,1988-11-01,"November",1988,"0.69305555555555554",7.3,"20.287006394287538",11.5,"NaN","6.3",0.052628590497,"2.5500000000000003","NaN","4.21","NaN",281.25,9,"-414.60723920863319","-0.31841835971223026","32.814208633093521","0","0","16.370690647482014","NaN","NaN","1.56","0.21","4.3999999999999997E-2","147","53.300000000000004"
1595,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","BUVA",38.5185,-76.6636666666667,1988-11-02,"November",1988,"0.42986111111111108",5.2,"14.1",11.9,"NaN","5.9",1.07,"1.01","NaN","8.9","NaN",293.75,9.4,"-1562.5","-1.2","25.5","5.586666666666666","-4.6033333333333326","0","NaN","NaN","2.65","0.32","0.13600000000000001","75.600000000000009","14.200000000000001"
1596,"Patuxent","mesohaline coastal plain tributary","Fluxzilla-PAX","Maryland","STLC",38.3802833333333,-76.5011166666667,1988-11-02,"November",1988,"0.33333333333333331",6,"16.899999999999999",13.3,"NaN","3.1",0.14,"1.56","NaN","3.47","NaN",281,8.992,"-2495.6999999999998","-1.9166975999999998","3.5","3.4","-13.716666666666667","19.899999999999999","NaN","NaN","2.9","0.35","7.9000000000000001E-2","167","39.9"
1597,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PRBY",38.3366666666667,-76.3366666666667,1988-11-03,"November",1988,"0.31944444444444448",14,"18.552405528969722",13.1,"NaN","3.7",0.067548563515,"2.6","NaN","4.26","NaN",296.875,9.5,"-1107.3525179856115","-0.85044673381294966","140.06477697841729","1.1599999999999999","0","-2.348863309352518","NaN","NaN","3.7800000000000002","0.52","6.9000000000000006E-2","215","81.100000000000009"
1598,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","R-78",38.9635,-76.3936666666667,1988-11-03,"November",1988,"0.50138888888888888",15.7,"18.8",14.9,"NaN","11.8",0.47,"3.19","NaN","6.13","NaN",203.125,6.5,"-655.38194444444446","-0.5033333333333333","111.4","8.4866666666666664","0","27.026666666666667","NaN","NaN","5.5200000000000005","0.27","6.0999999999999999E-2","83.9","18.8"
1599,"Chesapeake Bay-North","well mixed, low salinity, river dominated estuary","Fluxzilla-Mainstem","Maryland","SLPD",39.3478333333333,-76.1811666666667,1988-11-03,"November",1988,"0.70416666666666661",9.4,"9.1",11.4,"NaN","7",0.49,"2.0100000000000002","NaN","31","NaN",313,10.016,"-312.5","-0.24","0","0","-7.0166666666666666","17.600000000000001","NaN","NaN","4.7","0.22","7.0999999999999994E-2","71.100000000000009","21.2"
1600,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","BDPT",38.8166666666667,-76.4333333333333,1988-11-04,"November",1988,"0.4375",13.8,"17.451298681767021",13.3,"NaN","7.6000000000000005",0.190658891285,"3.62","NaN","8.1","NaN",271.875,8.7,"-574.89298561151077","-0.44151781294964026","60.326474820143879","NaN","0","16.133179856115106","NaN","NaN","3.62","0.38700000000000001","8.5000000000000006E-2","220","59.2"
1601,"Chesapeake Bay-North","well mixed, low salinity, river dominated estuary","Boynton","Maryland","PLIS",39.2713333333333,-76.2903333333333,1988-11-04,"November",1988,"0.31944444444444448",3,"9.0769386443413165",9.8,"NaN","5.1000000000000005",0.27683641957,"2.06","NaN","29.2","NaN",418.75,13.4,"-941.07329136690657","-0.72274428776978417","89.099309352517977","10.593333333333334","-2.0023597122302159","11.385625899280576","NaN","NaN","3.83","0.27","0.106","62.2","8.8000000000000007"
1602,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PNPT",38.1331666666667,-76.2521666666667,1988-11-04,"November",1988,"0.66041666666666665",13,"19.2",13,"NaN","3.5",0.1,"1.1400000000000001","NaN","1.99","NaN",331.25,10.6,"-681.42361111111109","-0.52333333333333332","99.033333333333346","NaN","0","2.1133333333333333","NaN","NaN","2.81","0.27","4.3999999999999997E-2","133","45"
